TIPO,DESCRIPCION,RAZON,GIRO,ENTIDAD,INCUMPLIMIENTO,RESULTADO
PRODUCTOS LACTEOS,LOS YOGHURT DE LA MARCA LALA SI CUMPLEN CON LA NOM Y LA LFPC,MINI SUPER EVELYN,ABARROTES,SONORA,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
POLVO PARA PREPARAR AGUA,LOS TE HELADOS DE LA MARCA BREAK SI CUMPLEN CON LA NOM Y LA LFPC,MINI SUPER EVELYN,ABARROTES,SONORA,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
POLVO PARA PREPARAR AGUA,LAS HORCHATAS DE LA MARCA DON JOSE SI CUMPLEN CON LA NOM Y LA LFPC,ABARROTES Y FRUTERIA ADRIANA,CARNICERIA,SONORA,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
PRODUCTOS LACTEOS,LOS YOGURTHS SI CUMPLEN CON LA NOM Y LA LFPC,ABARROTES Y FRUTERIA ADRIANA,CARNICERIA,SONORA,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
BEBIDA DE JUGO,LOS JUGOS VERIFICADOS SI CUMPLEN CON LA NOM Y LA LFPC,ABARROTES Y FRUTERIA ADRIANA,CARNICERIA,SONORA,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
JUGOS,SI CUMPLE CON LA NOM Y LA LFPC,ABARROTES Y FRUTERIA ADRIANA,CARNICERIA,SONORA,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
HARINA DE TRIGO,LOS PRODUCTOS VERIFICADOS SI CUMPLEN CON LA NOM Y LA LFPC, ABARROTES  SAN CARLOS,ABARROTES,SONORA,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
BEBIDAS,LAS BEBIDAS DE SABOR NARANJA DE LA MARCA BIDA SI CUMPLEN CON LA NOM Y LA LFPC, ABARROTES  SAN CARLOS,ABARROTES,SONORA,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
SOPA DE PASTA,LAS SOPAS INSTANTANEAS SI CUMPLEN CON LA NOM Y LA LFPC, ABARROTES  SAN CARLOS,ABARROTES,SONORA,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
PRODUCTOS LACTEOS,EL LOTE VERIFICADO DE QUESO PHILADELPHIA SI CUMPLE CON LA NOM Y LA LFPC,SUPER YARDIEL,GIMNASIO,SONORA,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
JAMON,EL JAMON QUE SE VERIFICO DE LA MARCA FUD  SI CUMPLE CON LA NOM Y LA LFPC,SUPER YARDIEL,GIMNASIO,SONORA,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
PRODUCTOS LACTEOS,SE VERIFICARON MEDIA CREMA DE LA MARCA LALA  MISMA QUE SI CUMPEL CON LA NOM Y LA LFPC,SUPER YARDIEL,GIMNASIO,SONORA,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
BEBIDAS,SE VERIFICO BEBIDAS DE LA MARCA CHECHI FRESCO  DE 190 ML.  MISMOS QUE SI CUMPLEN CON LA NOM Y LFPC,SUPER VISTA HERMOSA,GIMNASIO,SONORA,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
SIN ESPECIFICAR,DE LOTE VERIFICADO DE MERMELADA  DE LA MARCA DEL MONTE DE 270 G. SI CUMPLE CON LA NOM Y LFPC.,SUPER VISTA HERMOSA,GIMNASIO,SONORA,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
FRIJOLES,FRIJOL CHATA DE 420 G. EL CUAL SI CUMPLE CON LA NOM Y LFPC,SUPER VISTA HERMOSA,GIMNASIO,SONORA,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
SIN ESPECIFICAR,LOTE VERIFICADO DE TOTOPOS DE LA MARCA AZTECA DE 200 G. SI CUMPLEN CON LA NOM Y LFPC,SUPER VISTA HERMOSA,GIMNASIO,SONORA,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
SIN ESPECIFICAR,DEL LOTE DE ALIMENTO PARA BEBE DE LA MARCA GERBER DE 120 G. CUMPLEN CON LA NOM Y LFPC,SUPER VISTA HERMOSA,GIMNASIO,SONORA,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
BLUSON PARA DAMA,LAS BLUSAS VERIFICADAS ESTAN COMPUESTAS DE 100% POLIESTER Y CUMPLEN CON LA NOM Y LA LFPC,BOUTIQUE MAGGY,GIMNASIO,SONORA,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
PRENDAS DE VESTIR,LOS VESTIDOS QUE SE VERIFICARON ESTAN COMPUESTOS DE 100% POLIESTER Y CUMPLEN CON LA NOM Y LA LFPC,BOUTIQUE MAGGY,GIMNASIO,SONORA,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
PRENDAS DE VESTIR,LOS VESTIDOS QUE SE VERIFICARON SI CUMPLEN CON LA NOM Y LA LFPC,BOUTIQUE MAGGY,GIMNASIO,SONORA,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
LLANTAS PARA AUTOMOVILES,LLANTA BRIDGESTONE 215/60R16 SIN CAMARA  LOTE DE 12 LLANTAS  MISMA QUE CUMPLE CON LA NOM Y LFPC,FIRESTONE,DISTRIBUIDORA DE LLANTAS,SONORA,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
LLANTAS PARA AUTOMOVILES,LLANTA SERBERLING 185/65 R15  SIN CAMARA  LOTE DE 18 LLANTAS  MIDMS QUE CUMPLE CON LA NOM Y LA LFPC,FIRESTONE,DISTRIBUIDORA DE LLANTAS,SONORA,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
LLANTAS PARA AUTOMOVILES,LLANTA FIRE HAWK 900 RODADO 205/40 R17  SIN CAMARA  LOTE DE 10 LLANTAS  MISMA QUE SI CUMPLE CON LA NOM Y LA LFPC,FIRESTONE,DISTRIBUIDORA DE LLANTAS,SONORA,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
BLUSON PARA DAMA,SE VERIFICO BLUSA DE LA MARCA PINK  COMPUESTA DE 100 POLIESTER  MISMA QUE SI CUMPLE CON LA NOM Y LFPC,LIVER POOL BOUTIQUE,BOUTIQUE,SONORA,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
PRENDAS DE VESTIR,SE VERIFICO CAMISA DE LA MARCA PREJUICIO  COMPUESTA DE 100% ALGODON  LA CUAL SI CUMPLE CON LA NOM Y LA LFPC,LIVER POOL BOUTIQUE,BOUTIQUE,SONORA,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
PRENDAS DE VESTIR,SE VERIFICO BLUSA DE LA MARCA PRATO  COMPUESTA DE 100% ELASTANO  MISMA QUE SI CUMPLE CON LA NOM Y LFPC,LIVER POOL BOUTIQUE,BOUTIQUE,SONORA,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
BEBIDA ALCOHOLICA PREPARADA,SE VERIFICO LOTE DE BOTELLAS DE VINO TINTO DE LA MARCA BARON BALETE DE 750 ML. LAS CUALES CUMPLE CON LA NOM Y LA LFPC,LA TINTORERIA RESTAURANT,RESTAURANT-BAR,SONORA,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
VINO TINTO,LOTE DE VINO TINTO DE LA MARCA SANTO TOMAS DE 750 ML. LA CUAL CUMPLE CON LA NOM Y LFPC,LA TINTORERIA RESTAURANT,RESTAURANT-BAR,SONORA,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
VINO TINTO,SE VERIFICO VINO TINTO DE 750 ML. DE LA MARCA BARON BALETE  EL CUAL CUMPLE CON LA NOM Y LFPC,LA TINTORERIA RESTAURANT,RESTAURANT-BAR,SONORA,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
BLUSON PARA DAMA,SE VERIFICO LOTE DE BLUSAS COMPUESTAS DE 100% POLIESTER  MISMAS QUE COMPLEN CON LA NOM Y LA LFPC,ATENAS Y/O ELOISA ONTIVEROS GARCIA,GIMNASIO,SONORA,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
BLUSON PARA DAMA,SE VERIFICO LOTE DE BLUZON PARA DAMA DE LA MARCA GEC GEE COMPUESTA DE 100% RAYON  NISMAS QUE CUMPLEN CON LA NOM Y LA LFPC,ATENAS Y/O ELOISA ONTIVEROS GARCIA,GIMNASIO,SONORA,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
PANTALON,SE VERIFICO LOTE DE PANTALOSNES DE LA MARCA VO DE LUXE JEANS  COMPUESTOS DE 100% ALGODON  MISMOS QUE SI CUMPLEN CON LA NOM Y LA LFPC,ATENAS Y/O ELOISA ONTIVEROS GARCIA,GIMNASIO,SONORA,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
BLUSON PARA DAMA,LOTE DE BLUSONES PARA DAMA  DE LA MARCA MINIMI  COMPUESTO DE 100% PLIESTER  MISMOS QUE CUMPLEN CON LA NOM Y LA LFPC,ATENAS Y/O ELOISA ONTIVEROS GARCIA,GIMNASIO,SONORA,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
PRENDAS DE VESTIR,SE VERIFICO UN LOTE DE VESTIDOS DE LA MARCA MATILDA  COMPUESTOS DE 100% POLIESTER  MISMOS QUE SI CUMPLEN CON LA NOM Y LA LFPC.,ATENAS Y/O ELOISA ONTIVEROS GARCIA,GIMNASIO,SONORA,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
SHORT,SE VERIFICO LOTE DE SHORTS LOS CUALES CUMPLEN CON LA NOM Y LA LFPC,MODA EN ROPA Y ACCESORIOS PARA DAMA Y FIESTA,BOUTIQUE,SONORA,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
PANTALON,LOTE DE PANTALONES DE LA MARCA WAX JEANS  CON COMPOSICION DE 75% ALGODON 2% ELASTANO Y 23% POLIESTER  LOS CUALES CUMPLEN CON LA NOM Y LA LFPC,MODA EN ROPA Y ACCESORIOS PARA DAMA Y FIESTA,BOUTIQUE,SONORA,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
PRENDAS DE VESTIR,LOTE DE VESTIDOS PARA DAMA COMPUESTOS DE 100% POLIESTER  LOS CUALES SI CUMPLEN CON LA NOM Y LA LFPC,MODA EN ROPA Y ACCESORIOS PARA DAMA Y FIESTA,BOUTIQUE,SONORA,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
BLUSON PARA DAMA,LOTE DE BLUSAS PARA DAMA VERIFICADOS COMPUESTAS DE 100% ALGODON LOS CUALES SI CUMPLEN CON LA NOM Y LFPC,MODA EN ROPA Y ACCESORIOS PARA DAMA Y FIESTA,BOUTIQUE,SONORA,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
ZAPATOS,este zapato cumple con la NOM,ESTRELLA ZAPATERIA,ZAPATERIA,SONORA,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
ZAPATOS,este zapato si cumple con la NOM,ESTRELLA ZAPATERIA,ZAPATERIA,SONORA,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
BLUSON PARA DAMA,SE VERIFICO BLUSA DE LA MARCA TELIANA  COMPUESTA DE 100% POLIESTER  LA CUAL SI CUMPLE CON LA NOM  ASI MISMO CUMPLE CON LA LFPC,LOLYS,BOUTIQUE,SONORA,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
PRENDAS DE VESTIR,SE VERIFICO UN LOTE DE FALDAS DE LA MARCA PENAS COMPUESTA DE 100% NAYLON  LAS CUALES CUMPLEN CON LA NOM  ASI COMO CON LA LFPC,LOLYS,BOUTIQUE,SONORA,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
PANTALON,LOTE VERIFICADO DE PANTALONES DE LA MARCA LIFE STYLES  COMPUESTO DE 100% ALGODON  LOS CUALES CUMPLEN CON LA NOM  ASI COMO CON LA LFPC,LOLYS,BOUTIQUE,SONORA,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
PRENDAS DE VESTIR,LAS BLUSAS VERIFICADAS SI CUMPLEN CON LA NOM  SI SE CUMPLIO CON LA LFPC.,D�PRESTIGE,ZAPATERIA,SONORA,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
BLUSON PARA DAMA,DE LA VERIFICACION DE LAS PRENDAS SE CONCLUYO QUE SI CUMPLE CON LA NOM Y LA LFPC.,D�PRESTIGE,ZAPATERIA,SONORA,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
BLUSON PARA DAMA,LA S PRENDAS VERIFICADAS CUMPLEN CON LA NOM Y LA LFPC,D�PRESTIGE,ZAPATERIA,SONORA,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
PRENDAS DE VESTIR,SE VERIFICO BLUSA DE LA MARCA AMBIANCE  COMPUESTA DE 100% POLIESTER  MISMA QUE SI CUMPLE CON LA NOM Y LFPC,ASH-HA FASHION BOUTIQUE,BOUTIQUE,SONORA,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
PRENDAS DE VESTIR,SE VERIFICO LOTE DE SHORT DE LA MARCA HWA  COMPUESTA DE 55% LINO Y 45% ALGODON  MISMA QUE SI CUMPLE CON LA NOM Y LFPC,ASH-HA FASHION BOUTIQUE,BOUTIQUE,SONORA,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
PRENDAS DE VESTIR,SE VERIFICO LOTE DE BLUSAS 100% POLIESTER  MISMA QUE SI CUMPLE CON LA NOM Y LFPC,ASH-HA FASHION BOUTIQUE,BOUTIQUE,SONORA,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
COMIDA RAPIDA,ENSALADA DE LEGUMBRES DE 220 G. MISMA QUE SI CUMPLE CON LA NOM Y LFPC,DELI SUPER,MINI SUPER,SONORA,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
BEBIDAS,BEBIDA DE LA MARCA ZUKO DE 25 G. MISMA QUE SI CUMPLE CON LA NOM Y LFPC,DELI SUPER,MINI SUPER,SONORA,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
SALSA,SALSA CASERA DE LA MARCA HERDEZ DE 210 G. MISMA QUE SI CUMPLE CON LA NOM Y LFPC,DELI SUPER,MINI SUPER,SONORA,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
FRIJOLES,FRIJOLES DE LA MARCA CHATA DE 360 G. MISMA QUE SI CUMPLE CON LA NOM Y LA LFPC,DELI SUPER,MINI SUPER,SONORA,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
BLUSON PARA DAMA,SE VERIFICO BLUSA PARA DAMA DE LA MARCA FASHION  COMPUESTA DE 95% POLIESTER 5% ELASTANO  MISMOS QUE SE CUMPLEN CON LA NOM Y LA LFPC,BOUTIQUE ALICE,BOUTIQUE,SONORA,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
BLUSON PARA DAMA,SE VERIFICO BLUSA PARA DAMA  COMPUESTA DE 100% ALGODON  MISMA QUE SI CUMPLE CON LA NOM Y LFPC,BOUTIQUE ALICE,BOUTIQUE,SONORA,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
PANTALON,SE VERIFICO LOTE DE PANTALONES DE LA MARCA CESTOL COMPUESTO DE 100% ALGODON  MISMA QUE SI CUMPLE CON LA NOM Y LA LFPC,BOUTIQUE ALICE,BOUTIQUE,SONORA,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
BLUSON PARA DAMA,SE VERIFICO LOTE DE BLUSAS DE LA MARCA BEULAH  COMPUESTA DE 90% ALGODON Y 10% ELASTANO  MISMA QUE SI CUMPLE CON LA NOM Y LA LFPC,BOUTIQUE ALICE,BOUTIQUE,SONORA,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
PRENDAS DE VESTIR,LAS BLUSAS DE LA MARCA ROLY POLY SI CUMPLEN CON LA NOM Y SE CUMPLIERON CON LOS PUNTOS DEL COMPORTAMIENTO COMERCIAL,GABRIELA BOUTIQUE,BOUTIQUE,SONORA,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
PRENDAS DE VESTIR,LAS BLUSAS DE LA MARCA ADRIENNE SI CUMPLEN CON LA NOM Y SI SE CUMPLIERON CON LOS PUNTOS DE COMPORTAMIENTO COMERCIAL,GABRIELA BOUTIQUE,BOUTIQUE,SONORA,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
PANTALON,LOS PANTALONES DE LA MARCA CIELO JEANS  SI CUMPLIERON CON LOS PUNTOS VERIFICADOS EN COMPORTAMIENTO COMERCIAL,GABRIELA BOUTIQUE,BOUTIQUE,SONORA,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
PRENDAS DE VESTIR,LOS SHORTS DE MEZCLILLA DE LA MARCA BERMUDA SI CUMPLEN CON LA NOM  SI SE CUMPLIO CON LOS PUNTOS VERIFICADOS EN COMPORTAMIENTO COMERCIAL,GABRIELA BOUTIQUE,BOUTIQUE,SONORA,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
PANTALON,LOS PANTALONES DE  MARCA SAGA SI CUMPLEN CON LA NOM Y SE CUMPLIO CON LOS PUNTOS DE COMPORTAMIENTO COMERCIAL,INTERJEANS Y/O ALBERTO VILLALOBOS HINOJOSA,BOUTIQUE,SONORA,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
PANTALON,LOS PANTALONES DE LA MARCA COLORS CONTOUR SI CUMPLEN CON LA NOM Y SE CUMPLIO CON LOS PUNTOS EN COMPORTAMIENTO COMERCIAL,INTERJEANS Y/O ALBERTO VILLALOBOS HINOJOSA,BOUTIQUE,SONORA,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
PRENDAS DE VESTIR,LAS CAMISAS DE LA MARCA BOBORS SI CUMPLEN CON LA NOM Y SE CUMPLIO CON LOS PUNTOS DE COMPORTAMIENTO COMERCIAL,INTERJEANS Y/O ALBERTO VILLALOBOS HINOJOSA,BOUTIQUE,SONORA,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
PISTOLAS DE JUGUETE,SI CUMPLEN CON LA NOM,DISTRIBUIDORA MM Y/O CECILIA PADILLA CORRAL,ARTICULOS DE IMPORTACION,SONORA,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
JUGUETES,LOS LUCHADORES SI CUMPLEN CON LA NOM,DISTRIBUIDORA MM Y/O CECILIA PADILLA CORRAL,ARTICULOS DE IMPORTACION,SONORA,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
JUGUETES,EL PIANO MUSICAL DE JUGUETE SI CUMLE CON LA NOM,DISTRIBUIDORA MM Y/O CECILIA PADILLA CORRAL,ARTICULOS DE IMPORTACION,SONORA,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
JUGUETES,EL JUEGO DE DOCTOR SI CUMPLE CON LA NOM,DISTRIBUIDORA MM Y/O CECILIA PADILLA CORRAL,ARTICULOS DE IMPORTACION,SONORA,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
ZAPATOS,ZAPATO DE LA MARCA PHANTOM TALLA 16 HECHO EN MEXICO  SINTETICO  MISMO QUE SI CUMPLE CON LA NOM Y LA LFPC,ZAPATERIAS BAMBI,ZAPATERIA,SONORA,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
ZAPATOS,ZAPATO PARA NI�O VARIAS TALLAS  HECHO EN MEXICO  SINTETICO  MISMO QUE SI CUMPLE CON LA NOM Y LFPC,ZAPATERIAS BAMBI,ZAPATERIA,SONORA,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
ZAPATOS,HUARACHI PARA NI�A  HECHO EN MEXICO  SINTETICO  MISMO QUE SI CUMPLE CON LA NOM Y LFPC,ZAPATERIAS BAMBI,ZAPATERIA,SONORA,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
ZAPATOS,TENI DEPORTIVO  SINTETICO  HECHO EN MEXICO  MISMO QUE SI CUMPLE CON LA NOM Y LA LFPC,ZAPATERIAS BAMBI,ZAPATERIA,SONORA,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
PANTALON,SE VERIFICO LOTE DE CONJUNTO PARA NI�O COMPUESTO 100% ALGODON MISMO QUE SI CUMPLE CON LA LFPC Y LA NOM,BOUTIQUE ROPA PARA NI�O,ROPA INFANTIL,SONORA,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
PRENDAS DE VESTIR,SE VERIFICO PRENDA DE VESTIR PARA NI�A MARCA LOT APPAREL COMPUESTA DE 100% ALGODON  MISMA QUE SI CUMPLE CON LA LFPC Y LA NOM,BOUTIQUE ROPA PARA NI�O,ROPA INFANTIL,SONORA,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
PRENDAS DE VESTIR,SE VERIFICO LOTE DE PRENDAS DE VESTIR PARA NI�A  COMPUESTA DE 50% ALGODON Y 50% POLIESTER  MISMA QUE SI CUMPLE CON LA NOM Y LFPC,BOUTIQUE ROPA PARA NI�O,ROPA INFANTIL,SONORA,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
PANTALON,SE VERIFICO LOTE DE PANTALONES DE LA MARCA GIG FUN  COMPUESTO DE 100% ALGODON MISMO QUE SI CUMPLE CON LA LFPC Y LA NOM,LITTLE GIRLS  DRESS SHOP,ROPA INFANTIL,SONORA,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
BLUSON PARA DAMA,SE VERIFICO LOTE DE BLUSAS DE IMPORTACION COMPUESTA DE 100% ALGODON  MISMA QUE SI CUMPLE CON LA LFPC Y LA NOM,LITTLE GIRLS  DRESS SHOP,ROPA INFANTIL,SONORA,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
PANTALON,SE VERIFICO LOTE DE PANTALONES COMPUESTO DE 100% ALGODON  MISMO QUE SI CUMPLE CON LA NOM Y LFPC,LITTLE GIRLS  DRESS SHOP,ROPA INFANTIL,SONORA,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
PRENDAS DE VESTIR,SE VERIFICO LOTE DE CACHORON INFANTIL  HECHO EN MEXICO DE 50% POLIESTER Y 50% ALGODON  MISMO QUE SI CUMPLE CON LA NOM Y LFPC,MORRITOS,ROPA INFANTIL,SONORA,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
PRENDAS DE VESTIR,SE VERIFICO LOTE DE CONJUNTO PARA NI�O MARCA TUBITAS  COMPUESTO DE 50% ALGODON Y 50% POLIESTER,MORRITOS,ROPA INFANTIL,SONORA,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
PRENDAS DE VESTIR,SE VERIFICO LOTE DE VESTIDOS PARA NI�A  MARCA CLAUDIA COMPUESTA DE 65% ALGODON Y 35% POLIESTER,MORRITOS,ROPA INFANTIL,SONORA,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
GALLETAS,SE VERIFICO LOTE DE GALLETAS DE ANIMALITOS  MISMO QUE SI CUMPLE CON LA NOM Y LFPC,ABARROTES 3 HERMANOS,ABARROTES,SONORA,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
SALSA,SE VERIFICO LOTE DE CHAMOY MISMO QUE SI CUMPLE CON LA NOM Y LFPC,ABARROTES 3 HERMANOS,ABARROTES,SONORA,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
SALSA,SALSA HUICHOL DE 190 ML. MISMA QUE SI CUMPLE CON LA NOM Y LA LFPC,ABARROTES 3 HERMANOS,ABARROTES,SONORA,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
SOPA DE PASTA,SOPA MARUCHAN DE 64 G. MISMA QUE SI CUMPLE CON LA NOM Y LFPC,ABARROTES 3 HERMANOS,ABARROTES,SONORA,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
JUGUETES,JUGUETE COSMETICO SWIVEL TOY COSMETIC SI CUMPLE CON LA NOM,EDU_MAR DISTRIBUIDORA,ARTICULOS DE BELLEZA,SONORA,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
ACCESORIOS PARA DAMA,DINOSAURIO CON ACCESORIOSMARCA ANIMAL NEW SET SI CUMPLE CON LA NOM,EDU_MAR DISTRIBUIDORA,ARTICULOS DE BELLEZA,SONORA,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
JUGUETES,JUEGO DE PIN PON MARCA TABLE TENNIS NEW WOODEY SI CUMPLE CON LA NOM,EDU_MAR DISTRIBUIDORA,ARTICULOS DE BELLEZA,SONORA,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
JUGUETES,LUCHADORES MARCA KING�S RETURN SI CUMPLE CONLA NOM,EDU_MAR DISTRIBUIDORA,ARTICULOS DE BELLEZA,SONORA,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
JUGUETES,TAMBOR DE JUGUETE DISNEY SI CUMPLE CON LA NOM,EDU_MAR DISTRIBUIDORA,ARTICULOS DE BELLEZA,SONORA,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
PRENDAS DE VESTIR,VESTIDO PARA DAMA MARCA E.U.A. DE 95% POLIESTER Y 5% ESPANDEX SI CUMPLE CON LA NOM,FRIDA  ZAPATERIA,ZAPATERIA,SONORA,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
BLUSON PARA DAMA,BLUSA PARA DAMA MARCA ROUTE DE 100% POLIESTER SI CUMPLE CON LA NOM,FRIDA  ZAPATERIA,ZAPATERIA,SONORA,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
BLUSON PARA DAMA,BLUSA PARA DAMA MARCA PALACIO DE 96% POLIESTER Y 45 ESPANDEX SI CUMP�LE CON LA NOM,FRIDA  ZAPATERIA,ZAPATERIA,SONORA,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
SHORT,SHORT PARA DAMA MARCA AMBIANCE APPAREL DE 100% POLIESTER SI CUMPLE CON LA NOM,FRIDA  ZAPATERIA,ZAPATERIA,SONORA,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
PANTALON,PANTALON MARCA SILVER STONE DE 100% ALGODON SI CUMPLE COPN LA NOM,NORTEK,ROPA PARA CABALLERO,SONORA,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
ROPA CABALLERO,CAMISA PARA CABALLERO MARCA AURUM SI CUMPLE CON LA NOM DE 100% ALGODON,NORTEK,ROPA PARA CABALLERO,SONORA,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
SHORT,SHORT MARCA USTED BY ME DE 80% POLIESTER Y 20% ALGODON SI CUMPLE CON LA NOM,NORTEK,ROPA PARA CABALLERO,SONORA,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
PRENDAS DE VESTIR,VESTIDO PARA DAMA MARCA SOIEBLU DE 100% ALGODON SI CUMPLE CON LA NOM,CASTA�OS BOUTIQUE,BOUTIQUE,SONORA,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
BLUSON PARA DAMA,BLUSA PARA DAMA MARCA VERY DE 100% ALGODON SI CUMPLE CON LA NOM,CASTA�OS BOUTIQUE,BOUTIQUE,SONORA,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
PRENDAS DE VESTIR,CONJUNTO PARA DAMA MARCA NIRY DE 100% POLIESTER SI CUMPLE CON LA NOM,CASTA�OS BOUTIQUE,BOUTIQUE,SONORA,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
