TIPO,DESCRIPCION,RAZON,GIRO,ENTIDAD,INCUMPLIMIENTO,RESULTADO
VINO TINTO,vino espumosomarca lrose de 750ml  champagne marca taittinger de 750ml  vino tinto marca morgan de 750ml  vino blanco marca carmen de 750ml  vino rosado marca les domaniers de 750ml.,ERIKA ELENA CIANCI GUADARRAMA,VINOS Y LICORES,BAJA CALIFORNIA SUR,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
PRODUCTOS ALIMENTICIOS,ELOTE EN GRANO MARCA DEL MARQUES DE 225G ADEREZO PARA ENSALADA ESTILO CESAR MARCA CLEMENTE JACQUES DE 237ML SALSA DE TOMATE PARA PASTA MARCA HUNTS DE 360G FRIJOLES BAYOS REFRITOS MARCA LA SIERRA DE 440G RAJAS DE CHILES JALAPE�OS EN,CADENA  COMERCIAL OXXO S.A. DE C.V. Y/O OXXO CENTRO HISTORICO,TIENDAS DE CONVENIENCIA,BAJA CALIFORNIA SUR,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
APARATOS ELECTRONICOS, sicumple con su contrato  de adhesion.,SERVICIOS FINANCIEROS DEL GOLFO  S.A. DE C.V.,SOCIEDAD COOPERATIVA DE PRESTAMOS,CAMPECHE,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
LECHE,lata de leche de 450 gramos,SUPER COVI Y/O ABARROTERA DEL DUERO  S.A. DE C.V.,VINOS Y LICORES,CAMPECHE,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
FRIJOLES,cumple norma,SUPER COVI Y/O ABARROTERA DEL DUERO  S.A. DE C.V.,VINOS Y LICORES,CAMPECHE,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
ARTICULOS ESCOLARES,si cumple norma,TONY SUPER PAPELERIAS Y/O TONY TIENDAS  S.A. DE C.V.,PAPELERIA,CAMPECHE,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
ARTICULOS DE PAPELERIA,si cumple con la norma.,TONY SUPER PAPELERIAS Y/O TONY TIENDAS  S.A. DE C.V.,PAPELERIA,CAMPECHE,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
RON,SI CUMPLE CON LA NORMA.,ALVARO ENRIQUE SANSORES RUIZ  Y/O  MINI SUPER BALOS,MINI SUPER,CAMPECHE,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
VODKA,SI CUMPLE NORMA.,ALVARO ENRIQUE SANSORES RUIZ  Y/O  MINI SUPER BALOS,MINI SUPER,CAMPECHE,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
PRODUCTOS ENLATADOS,SI CUMPLE NORMA,YENSSE MARLENE GANZO SANTINI Y/O  STOCK,PRODUCTOS LACTEOS,CAMPECHE,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
FRIJOLES,si cumple norma,TIENDAS GES DE CONVENIENCIA  S.A. DE C.V. (TIENDA GES DE CONVENIENCIA),MINI SUPER,CAMPECHE,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
RON,si cumple con la norma,"BASILIA BALM MAY  (MINI SUPER ""EL MARINO"")",MINI SUPER,CAMPECHE,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
VODKA, Botella de vidrio  de 1 litro cumple con la normal,"BASILIA BALM MAY  (MINI SUPER ""EL MARINO"")",MINI SUPER,CAMPECHE,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
CAFE,si cumple norma,CADENA COMERCIAL OXXO SA DE CV,TIENDAS DE CONVENIENCIA,CAMPECHE,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
ROPA,SI CUMPLE NORMA,G  CANDILA Y/O INSPIRE COMPANY  S.A. DE C.V.,CASAS DE EMPE�O,CAMPECHE,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
ARROZ, SI CUMPLE CON LA NORMAV,PROVEEDORA DEL PANADERO SA DE CV (DUNOSUSA),ABARROTES,CAMPECHE,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
ACCESORIOS PARA DAMA,Cinturon de material 100% Sintetico si cumple con la norma,CLOE Y/O RUVEL COMPANY  S.A. DE C.V.,ARTICULOS DE PIEL,CAMPECHE,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
ACCESORIOS PARA DAMA,Consmetiquera cloe  con forro de poliester si cumple con la norma,CLOE Y/O RUVEL COMPANY  S.A. DE C.V.,ARTICULOS DE PIEL,CAMPECHE,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
ROPA,si cumple nom.,JOTA ERRE DEPARTAMENTAL,TIENDA DEPARTAMENTAL,CAMPECHE,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
ZAPATOS,SI CUMPLE NORMA  CORTE PIEL IGUANA,ZACAMPE  S.A. DE C.V. (ZAPATERIA TRES HERMANOS SUC.EDIFICIO SELEM).,ZAPATERIA,CAMPECHE,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
ACCESORIOS DE COMPUTO,SI CUMPLE NORMA,NOVEDADES Y ACCESORIOS BETINA Y/O CARLOS ALBERTO GOMEZ SANTINI,NOVEDADES Y FANTASIAS,CAMPECHE,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
ZAPATOS,SI CUMPLE NORMAA FORRO SINTETICO,ZAPATERIA LEO,ZAPATERIA,CAMPECHE,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
ARTICULOS DE PAPELERIA,si cumple,"PAPELERIA ATALAYA  S.A. DE C.V. (PAPELER�A ""LA ATALAYA"")",PAPELERIA,CAMPECHE,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
ZAPATOS,SI CUMPLE NORMA,MARIO TRUJILLO Y/O ZAPATERIA LEON GUANAJUATO,ZAPATERIA,CAMPECHE,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
AZUCAR,SI CUMPLE,CADENA COMERCIAL OXXO SA DE CV. Y/O SUC. CATASTRO,TIENDAS DE CONVENIENCIA,CAMPECHE,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
ATUN,si cumple,PROVEEDORA DEL PANADERO SA DE CV Y/O ABARROTES DUNOSUSA,ABARROTES,CAMPECHE,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
ATUN,si cumple,SUPER WILLYS SA DE CV,ABARROTES,CAMPECHE,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
ATUN,si cumple,PROVEEDORA DEL PANADERO  S.A. DE C.V. Y/O DUNOSUSA,ABARROTES,CAMPECHE,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
ATUN,si cumple,SUPER ISSSTE,LAVADO Y ENGRASADO,CAMPECHE,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
ATUN,si cumple,CADENA COMERCIAL OXXO SA DE CV Y/O SUC. GOBERNADORES,TIENDAS DE CONVENIENCIA,CAMPECHE,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
ATUN,si cumple norma,TIENDAS GES DE CONVENIENCIA  S.A. DE C.V. (TIENDA GES DE CONVENIENCIA),MINI SUPER,CAMPECHE,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
ATUN,si cumple norma,CADENA COMERCIAL OXXO  S.A. DE C.V.,TIENDAS DE CONVENIENCIA,CAMPECHE,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
ATUN,si cumple,CADENA COMERCIAL OXXO SA DE CV,TIENDAS DE CONVENIENCIA,CAMPECHE,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
ATUN,si cumple,CADENA COMERCIAL OXXO SA DE CV Y/O SUC BOSQUES DE CAMPECHE,TIENDAS DE CONVENIENCIA,CAMPECHE,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
ATUN,si cumple,CADENA COMERCIAL OXXO SA DE CV Y/O SUC. BALUARTE,TIENDAS DE CONVENIENCIA,CAMPECHE,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
ATUN,LATA DE 130 GRS. SI CUMPLE NORMA,PROVEEDORA DEL PANADERO SA DE CV Y/O DUNOSUSA,ABARROTES,CAMPECHE,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
ATUN,si cumple,CADENA COMERCIAL OXXO  S.A. DE C.V.,TIENDAS DE CONVENIENCIA,CAMPECHE,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
ATUN,si cumple,CADENA COMERCIAL OXXO SA DE CV,ABARROTES,CAMPECHE,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
ATUN,si cumple,CADENA COMERCIAL OXXO SA DE CV Y/O SUC. CALLE 10,TIENDAS DE CONVENIENCIA,CAMPECHE,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
ATUN,si cumple norma,CADENA COMERCIAL OXXO SA DE CV Y/OTIENDA DE CONVENIECIA SUC. ALAMEDA,TIENDAS DE AUTOSERVICIO ESPECIALIZADAS,CAMPECHE,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
ATUN,  si cumple norma,CADENA COMERCIAL OXXO SA DE CV YO TIENDA DE CONVENIENCIA SUC. INDEPENDENCIA,TIENDAS DE CONVENIENCIA,CAMPECHE,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
ATUN, si cumple norma,CADENA COMERCIAL OXXO SA DE CV Y/O SUC. CALLE 10,TIENDAS DE CONVENIENCIA,CAMPECHE,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
ATUN,si cumple norma,CADENA COMERCIAL OXXO SA DE CV Y/O SUC.CONCORDIA TIENDA DE CONVIVENCIA,TIENDAS DE CONVENIENCIA,CAMPECHE,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
ATUN,si cumple nom.,NEIDA DEL SOCORRO TACU FLORES Y/O ABARROTES LA GUADALUPANA,ABARROTES,CAMPECHE,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
ATUN,   si cumple nor a,CADENA COMERCIAL OXXO SA DE CV Y/P SUC.  SAN RAFAEL,TIENDAS DE CONVENIENCIA,CAMPECHE,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
ATUN,si cumple norma,CADENA COMERCIAL OXXO SA DE CV,ABARROTES,CAMPECHE,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
ATUN,si cumple norma,CADENA COMERCIAL OXXO SA DE CV,TIENDAS DE CONVENIENCIA,CAMPECHE,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
ATUN,si cumple norma,"BEATRIS GARCIA MURILLO Y/O ""MINI SUPER LANDY'S""",MINI SUPER,CAMPECHE,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
ROPA,siexhibe precios a la vista del publico,COMERCIAL IAC  S.A. DE C.V. Y/O BOUTIQUE VERTICHE,BOUTIQUE,CAMPECHE,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
ATUN,lata de 140 grs. en aceite,DULY ESTHER RICALDE QUIJANO (MINI SUPER CHARLY),MINI SUPER,CAMPECHE,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
ATUN, si cumple con la norma lata de lomo de atun de 140 grs.,ULTRAMARINOS EL SOL Y/O KRISHNA HUMBERTO SANDOVAL BOLIO,MINI SUPER,CAMPECHE,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
ROPA,si cumple norma ropa q2ue si exhibe precios,TIENDAS MELODY SA DE CV,BOUTIQUE,CAMPECHE,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
ROPA,si cumple con la norma ropa ni�o,MILANO OPERADORA   S.A DE C.V.  Y/O  MILANO,PRENDAS DE VESTIR,CAMPECHE,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
ATUN,de 140 grs aleta amarilla en aceite,SUPER WILLY'S SA DE CV,TIENDA DE AUTOSERVICIO,CAMPECHE,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
BRANDY,ron de 40 % alc. vol. 80  ml.,LA PARRILLA MEXICAN GRILL,RESTAURANT-BAR,CAMPECHE,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
VODKA,40% alc vol. cont neto 750 ml.,LA PARRILLA MEXICAN GRILL,RESTAURANT-BAR,CAMPECHE,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
ATUN,si cumple norma lata de 140 grs.,ABARROTES DUNOSUSA,ABARROTES,CAMPECHE,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
HUEVO,si cumple norma lata de 140 grs,  SUPER WILLYS SA DE CV Y/O SUC. SAMULA,ABARROTERA,CAMPECHE,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
LLANTAS PARA AUTOMOVILES,si cumple norma modelo tiger paw dimension p175/70r13tt,"LLANTAS DE CAMPECHE  S.A. DE C.V. (""LLANTAS DE CAMPECHE"")",DISTRIBUIDORA DE LLANTAS,CAMPECHE,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
LLANTAS PARA AUTOMOVILES,cumple norma,LLANTAMAYA DE CAMPECHE  S.A. DE C.V.,DISTRIBUIDORA DE LLANTAS,CAMPECHE,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
LLANTAS PARA AUTOMOVILES,neumatico defender 185/r15 sin camara,"LLANTAS DE CAMPECHE  S.A. DE C.V. (""LLANTAS DE CAMPECHE"")",DISTRIBUIDORA DE LLANTAS,CAMPECHE,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
ZAPATOS,si cumple norma zapato corte forro hecho mexico,SANDALIAS LEO Y/O MIRNA EDUVIJES YAM,ZAPATERIA,CAMPECHE,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
LLANTAS PARA AUTOMOVILES,si exhibe precios a la vista del publico medida p225,LLANTAMAYA  Y/O LLANTAMAYA DE CAMPECHE  S.A. DE C.V.,DISTRIBUIDORA DE LLANTAS,CAMPECHE,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
LLANTAS PARA AUTOMOVILES,si cumple norma llanta modelo creoos terrgia,LUBRILLANTAS DEL SURESTE  S.A. DE C.V.,DISTRIBUIDORA DE LLANTAS,CAMPECHE,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
ATUN,lomo de atun aleta amarilla,CARLA VALLADARES CARAVEO Y/O ULTRAMART HOSPITALES,TIENDAS DE CONVENIENCIA,CAMPECHE,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
HUEVO,cono de 12 piezas de la marca crio.,CADENA COMERCIAL OXXO SA DE CV,TIENDAS DE CONVENIENCIA,CAMPECHE,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
AZUCAR,marca culka de bolsa de kilo  azucar morena,CADENA COMERCIAL OXXO SA DE CV Y/O SUC BOSQUES DE CAMPECHE,TIENDAS DE CONVENIENCIA,CAMPECHE,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
ARROZ,bolsa de arroz lote 1014,CADENA COMERCIAL OXXO SA DE CV,ABARROTES,CAMPECHE,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
HUEVO,   10 charolas de 12 huevos cada uno,CADENA COMERCIAL OXXO SA DE CV,TIENDAS DE CONVENIENCIA,CAMPECHE,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
HUEVO,8 rejas de 12 piezas si cumple,CADENA COMERCIAL OXXO SA DE CV. Y/O SUC. CATASTRO,TIENDAS DE CONVENIENCIA,CAMPECHE,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
HUEVO,huevo blanco lote 46022103,CADENA COMERCIAL OXXO SA DE CV,ABARROTES,CAMPECHE,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
RON,ron apleton,EULOGIO ARCEO GANZO Y/O RESTAURANT CALAKMUL,RESTAURANTE,CAMPECHE,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
ACCESORIOS PARA BA�OS,alberca inflable,NUEVA WALMART DE MEXICO  S DE R.L. DE C.V. (SAMS CAMPECHE),TIENDA DE AUTOSERVICIO,CAMPECHE,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
ROPA,si exhibe precios,COMERCIALIZADORA ALMACENES GARCIA DE MEXICO  S.A. DE C.V.,TIENDA DEPARTAMENTAL,CAMPECHE,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
ROPA,modelo 10822  si cumple norma,MILANO OPERADORA  S.A. DE C.V.,BOUTIQUE,CAMPECHE,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
ROPA,short para dama si cump�le norma,GENY DE LOS A. NOCEDA MOGUEL Y/O ROPA  ZALZADO Y PLASTICO NOCEDA,ZAPATERIA,CAMPECHE,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
RON,se verifico botella de ron blanco  de 750 l 40% alcohol vol.,GRUPO KIMBERLEY  S.A. DE C.V. Y/O ANTARA RESTAURANT,RESTAURANTE,CAMPECHE,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
BRANDY,brandy de la marca gran reserva si cumple con la norma,GRUPO KIMBERLEY  S.A. DE C.V. Y/O ANTARA RESTAURANT,RESTAURANTE,CAMPECHE,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
RON,si cumple norma  ron blanco 40% alc. vol.,BOSTON�S RESTAURANT AND SPORTS BAR Y/O OPERADORA TYZA  SAPI DE C.V.,RESTAURANT-BAR,CAMPECHE,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
ACCESORIOS PARA BA�OS,picina con cubierta para bebe si cumple norma,NUEVA WALMART DE MEXICO  S. DE R.L. DE C.V. (WALMART SUPER CENTER),ABARROTES,CAMPECHE,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
ARROZ,si cumple,SUPER SAN FRANCISCO DE ASIS  S.A. DE C.V. (SUPER AKI),TIENDA DE AUTOSERVICIO,CAMPECHE,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
BRANDY,hecho en mexico  35% alc. vol.,RESTAURANT BAR LA ARDILLITA DOS,RESTAURANT-BAR,CAMPECHE,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
WHISKY,750 ml 33%alc vol.,LA EUROPEA MEXICO  S.A DE C.V.,VINOS Y LICORES,CAMPECHE,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
WHISKY ESCOCES,red isabel contenido 1 lt con 40% de alcohol,SUPER COVI Y/O ABARROTERA DEL DUERO  S.A. DE C.V.,VINOS Y LICORES,CAMPECHE,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
BRANDY,contenido neto 700 ml.,NUEVA WALMART DE MEXICO  S. DE RL. DE C.V. (BODEGA AURRERA),ABARROTES,CAMPECHE,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
VODKA,40% dde alc. vol contenido de 750 ml.,BRIIZ RESTAURANT BAR & GRILL,RESTAURANT-BAR,CAMPECHE,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
ROPA,shorts varios tallas y colores,JERONIMO GOMEZ GOMEZ Y/O VTA. DE ROPA EL BOTADERO,ROPA PARA DAMA,CAMPECHE,Carece de toda informacion comercial conforme a la norma,VISITA CON INFRACCION PRODUCTO INMOVILIZADO
ROPA,pantalon caballero marca titicos color negro talla 32   cumple nom.,"ZAPATERIA Y BONETERIA ""VERO""",ZAPATERIA,CAMPECHE,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
AZUCAR,si cumple norma contenido por bolsa 900 gra.,TIENDAS SORIANA  S.A. DE C.V. Y/O SORIANA EXPRESS,TIENDA DE AUTOSERVICIO,CAMPECHE,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
ROPA,si cumple norma pantalon  modelo 905 color negro,OPERADORA PRICE MARKET SA DE CV (JOTA/ERRE  DEPARTAMENTAL),TIENDA DEPARTAMENTAL,CAMPECHE,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
ZAPATOS,corte vacuno,ZACAMPE  S.A. DE C.V. (ZAPATERIA TRES HERMANOS SUC.EDIFICIO SELEM).,ZAPATERIA,CAMPECHE,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
HARINA DE MAIZ,   maiz nixtamalizado  adicionado con Acido F�lico  hierro y zincs,CADENA COMERCIAL OXXO SA DE CV Y/O SUC. LERMA,ABARROTES,CAMPECHE,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
ARROZ,arroz extra  marca soriana cont. 900 grs. bolsa,TIENDAS SORIANA  S.A. DE C.V.,ABARROTES,CAMPECHE,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
ROPA,playera dama  si cumple,MARTI Y/O DEPORTES MARTI S.A. DE C.V.,ARTICULOS DEPORTIVOS,CAMPECHE,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
ROPA,cumple nolrma,MISTER TENIS Y/O CONSORCIO MISTER T S.A. DE C.V.,ZAPATERIA,CAMPECHE,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
ZAPATOS,si cumple norma zaopatos  cafe corte piel de bovino  suela sintetica,ALL SPORT Y/O IMPULSORA DEPORTIVA DEL SURESTE  S.A. DE C.V.,ARTICULOS DEPORTIVOS,CAMPECHE,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
COMPUTADORAS PERSONALES,computadora personal,OFFICE DEPOT DE MEXICO  S.A. DE C.V.,PAPELERIA,CAMPECHE,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
VODKA,40% alchol vol.,LAS NUEVAS DELICIAS GASTRONOMICAS  S. DE R.L. DE C.V.  (CHILI�S),RESTAURANT-BAR,CAMPECHE,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
ZAPATOS,para caballero modelo 49832,LOB FOOTWEAR  S.A. DE C.V.,ZAPATERIA,CAMPECHE,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
ROPA,camisa para caballero,C&A MEXICO  S. DE R.L.,TIENDA DEPARTAMENTAL,CAMPECHE,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
ZAPATOS,zapato de ni�o 100 piel,COPPEL  S.A. DE C.V.,TIENDA DEPARTAMENTAL,CAMPECHE,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
JUGUETES,mirecratt mod.16511,TIENDAS DEPARTAMENTALES LIVERPOOL  SA DE CV,TIENDA DEPARTAMENTAL,CAMPECHE,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
JUGUETES,si cumple norma,JUGUETRON Y/O DISTRIBUIDORA JUGUETRON  S.A. DE C.V.,JUGUETERIA,CAMPECHE,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
DULCES Y GOLOSINAS,si cumple norma,"ANDRES AVELINO RODRIGUEZ RODRIGUEZ (DULCERIA Y NOVEDADES ""GELMY"")",DULCERIA,CAMPECHE,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
JUGUETES,juego de muebles modelo hx0477 si cumple,ANA CARLIN CASTRO Y/O NOVEDADES TIPS,JUGUETERIA,CAMPECHE,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
ZAPATOS,zapato caballero color camel corte carnera forro porcinox,GRUPO JARBUS  S.A. DE C.V. (JARKING),ZAPATERIA,CAMPECHE,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
ARTICULOS ESCOLARES,pizarron magico pixas disrey,SUPER CAMPECHE SA DE CV,ARTICULOS PARA FIESTAS,CAMPECHE,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
DULCES Y GOLOSINAS,dulces y golosinas si cumple norma,ABARROTES BAQUEIRO CACERES  S.A. DE C.V.,DULCERIA,CAMPECHE,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
DULCES Y GOLOSINAS,dulces caramelo con leche si cumple,PROVEEDORA DEL PANADERO SA DE CV Y/O DUNOSUSA,ABARROTES,CAMPECHE,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
DULCES Y GOLOSINAS,dulces y golosinas si cumple normas,SUPER WILLYS SA DE CV,ABARROTES,CAMPECHE,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
ROPA,             ropa dama 100% algodon importado trading,G.A.P. Y/O DISTRIBUIDORA LIVERPOOL  S.A. DE C.V.,BOUTIQUE,CAMPECHE,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
ROPA,talla grande                  talla grande 100% algodon.,CUIDADO CON EL PERRO,BOUTIQUE,CAMPECHE,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
JUGUETES,si cumple norma,TIENDAS COMERCIAL MEXICANA  S.A. DE C.V.,ABARROTES,CAMPECHE,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
ROPA,     diversa ropa para caballero si cumple norma,NIDIA DEL CARMEN RODRIGUEZ SANTOS ( NOVEDADES FRONTIER ),NOVEDADES Y FANTASIAS,CAMPECHE,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
JUGUETES,si cumple norma,TIENDAS CHEDRAUI SA DE CV,ABARROTES,CAMPECHE,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
JUGUETES,carro de carrera si cumple norma,NUEVA WALMART DE MEXICO  S. DE RL. DE C.V. (BODEGA AURRERA),ABARROTES,CAMPECHE,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
ZAPATOS,calzado ni�o linea pekes corte vacuno,ZAPATERIA NAPOLES Y/O ANA LUISA LOPEZ CASTILLO,ZAPATERIA,CAMPECHE,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
JUGUETES,figura de accionsi cumple norma,NUEVA WALMART DE MEXICO  S. DE R.L. DE C.V. (WALMART SUPER CENTER),ABARROTES,CAMPECHE,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
ZAPATOS,si cumple norma corte vacuno  forro textil,FLEXI Y/O DISTRIBUIDORES Y VENDEDORES DEL CENTRO  S.A. DE C.V.,ZAPATERIA,CAMPECHE,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
JUGUETES,juegos diversos,LA PRIMERA PARADA,NOVEDADES Y FANTASIAS,CAMPECHE,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
ROPA,camiseta modelo alsoo1 si cumple,IMPULSORA DEPORTIVA DEL SURESTE  S.A. DE C.V. Y/O ELITE LOCKERS,ARTICULOS DEPORTIVOS,CAMPECHE,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
PISTOLAS DE JUGUETE,jpistolan con luz  y sonido cumple,COPPEL  S.A. DE C.V.,TIENDA DEPARTAMENTAL,CAMPECHE,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
JUGUETES,mu�eca idisney doctora modelo954144,NUEVA WALMART MEXICO S. DE RL. DE CV (BODEGA AURRERA),ABARROTES,CAMPECHE,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
LLANTAS PARA AUTOMOVILES,225-160-r16 cod. identific.,"SUPER TIENDA AUTOMOTRIZ DEL SURESTE  S. DE R.L. DE C.V. ( ""SERVIMAX"")",DISTRIBUIDORA DE LLANTAS,CAMPECHE,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
ZAPATOS,sicumple norma 020 modelo 2117,MARIA GUADALUPE VAZQUEZ CORONA Y/O ZAPATERIA GENESIS,ZAPATERIA,CAMPECHE,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
